Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.011021632193704136,0.0094828940232044,20.714921787977218,3.041625496795822,1000
1,0.005383576250402257,0.00548750112108169,23.70907881975174,2.635237357420705,1000
2,0.01103016325738281,0.008872162699032312,20.516865059137345,2.714123703206106,1000
3,0.010720351615687832,0.007700475793422009,20.554068597555162,2.6504135598311116,1000
4,0.01026794160110876,0.0071652348902689995,20.607805880308153,2.366034549567826,1000
5,0.01824242358398624,0.010592896080581204,18.04178573012352,2.3989908858529683,1000
6,0.011822574191028253,0.0094121916659847,20.282547452449798,2.8674429558083028,1000
7,0.009328042598441243,0.004919376596051111,20.836047933101653,2.1369125895767085,1000
8,0.017965732496464625,0.009122659994243021,17.943862549066544,2.0519348573176113,1000
9,0.011502303711604328,0.00683408452267721,19.851003634929658,1.9226306253917813,1000
